iter	PnLMetric
507	6.84141253
508	6.842477544
509	6.848768852
510	6.844221438
511	6.852942702
512	6.862317702
513	6.864763823
514	6.866737602
515	6.868248018
516	6.868280346
517	6.872319498
518	6.874506998
519	6.87292115
520	6.878890978
521	6.876610087
522	6.875893492
523	6.875225389
524	6.871130561
525	6.869237601
526	6.869058004
527	6.867359009
528	6.864968564
529	6.880728262
530	6.877610446
531	6.877306926
532	6.879611165
533	6.88044809
534	6.872463176
535	6.871137745
536	6.864269929
537	6.8633899
538	6.879945216
539	6.87756375
540	6.877105776
541	6.876787888
542	6.878228262
543	6.878249814
544	6.875611524
545	6.875252328
546	6.876390978
547	6.869717127
548	6.870158937
549	6.871031782
550	6.86260865
551	6.861408938
552	6.860584584
553	6.860306208
554	6.857245863
555	6.854151394
556	6.854963176
557	6.854659656
558	6.851651394
559	6.852967845
560	6.851606495
561	6.849643492
562	6.844851825
563	6.840329555
564	6.83855513
565	6.84868444
566	6.83918013
567	6.838779627
568	6.838810159
569	6.836308363
570	6.837524239
571	6.834907501
572	6.834374095
573	6.837491912
574	6.836450245
575	6.836236524
576	6.83712194
577	6.835875532
578	6.834411811
579	6.836135949
580	6.836092845
581	6.834912889
582	6.831417917
583	6.833043276
584	6.84037625
585	6.841135949
586	6.843116911
587	6.84226023
588	6.848533578
589	6.844981136
590	6.845853981
591	6.845853981
592	6.849192702
593	6.847014182
594	6.84576957
595	6.844489038
596	6.844557285
597	6.842671509
598	6.845189469
599	6.84511763
600	6.844718923
601	6.84572467
602	6.845239757
603	6.845239757
604	6.844018492
605	6.849731495
606	6.844471078
607	6.843941265
608	6.848318061
609	6.848348593
610	6.847958866
611	6.844370503
612	6.847337458
613	6.84734105
614	6.84734105
615	6.847321294
616	6.84820671
617	6.849027472
618	6.849338176
619	6.848418636
620	6.85138559
621	6.848418636
622	6.848422228
623	6.847820575
624	6.848957429
625	6.848671868
626	6.848671868
627	6.848671868
628	6.848671868
629	6.848481495
630	6.848644929
631	6.848454555
632	6.849348952
633	6.849348952
634	6.849388463
635	6.849708147
636	6.849708147
637	6.849690187
638	6.847464972
639	6.848312673
640	6.848312673
641	6.847353621
642	6.847353621
643	6.847314109
644	6.847353621
645	6.846976466
646	6.846274239
647	6.846216768
648	6.846216768
649	6.846933362
650	6.846933362
651	6.847218923
652	6.848506638
653	6.846746581
654	6.846728621
655	6.844250173
656	6.844232213
657	6.8380774
658	6.8380774
659	6.837344641
660	6.83743444
661	6.83743444
662	6.83743444
663	6.8380774
664	6.838605417
665	6.836861523
666	6.83724227
667	6.836922587
668	6.836922587
669	6.836922587
670	6.836922587
671	6.839462098
672	6.839370503
673	6.839377687
674	6.839885949
675	6.839885949
676	6.839885949
677	6.83992546
678	6.83992546
679	6.839885949
680	6.839885949
681	6.839885949
682	6.83931842
683	6.83931842
684	6.83931842
685	6.838585661
686	6.839228621
687	6.839228621
688	6.839138822
689	6.838016336
690	6.838016336
691	6.838016336
692	6.835636667
693	6.8365149
694	6.8365149
695	6.8365149
696	6.834503405
697	6.834503405
698	6.834503405
699	6.834503405
700	6.834503405
701	6.834683003
702	6.833785015
703	6.833785015
704	6.833052256
705	6.833785015
706	6.832802615
707	6.832802615
708	6.832802615
709	6.832802615
710	6.833018132
711	6.832658937
712	6.832658937
713	6.834454914
714	6.835182285
715	6.835182285
716	6.835182285
717	6.835182285
718	6.834284296
719	6.834284296
720	6.838280345
721	6.838280345
722	6.837741552
723	6.838488678
724	6.839670431
725	6.839670431
726	6.841033578
727	6.839738678
728	6.839259153
729	6.839259153
730	6.839286092
731	6.839286092
732	6.838962816
733	6.841301178
734	6.841301178
735	6.841301178
736	6.841301178
737	6.837667917
738	6.830915044
739	6.828467127
740	6.828467127
741	6.828467127
742	6.828467127
743	6.827888822
744	6.828102544
745	6.828325245
746	6.828325245
747	6.828325245
748	6.830142774
749	6.830142774
750	6.829424383
751	6.829424383
752	6.829278909
753	6.828801179
754	6.828801179
755	6.828801179
756	6.828801179
757	6.828801179
758	6.828801179
759	6.83243444
760	6.83243444
761	6.83243444
762	6.83524694
763	6.835440906
764	6.835440906
765	6.835440906
766	6.835440906
767	6.837159656
768	6.837159656
769	6.837518851
770	6.837518851
771	6.838652113
772	6.837518851
773	6.837518851
774	6.837518851
775	6.837518851
776	6.837518851
777	6.837518851
778	6.837518851
779	6.837082429
780	6.837082429
781	6.837082429
782	6.83728717
783	6.83728717
784	6.832721796
785	6.812547587
786	6.738874814
787	6.695534297
788	6.634731495
789	6.577987602
790	6.526276036
791	6.473246223
792	6.399201683
793	6.347301539
794	6.29301095
795	6.2116047
796	6.09180944
797	6.001268851
798	5.870491193
799	5.713124096
800	5.55447108
801	5.404557288
802	5.299920075
803	5.184420793
804	5.02685973
805	4.889751253
806	4.763732935
807	4.653876613
808	4.526365837
809	4.391383797
810	4.299465693
811	4.186707073
812	4.078643136
813	3.980069142
814	3.860431931
815	3.774677619
816	3.683461743
817	3.585870149
818	3.454702764
819	3.334092132
820	3.233939474
821	3.157685882
822	3.070530709
823	2.987477548
824	2.924523166
825	2.85653466
826	2.787644574
827	2.740178697
828	2.680417562
829	2.635106858
830	2.573510234
831	2.490164328
832	2.440589975
833	2.359490838
834	2.272276398
835	2.219999099
836	2.1712491
837	2.139661456
838	2.106628051
839	2.062253052
840	2.033697017
841	2.003565911
842	1.98506196
843	1.944510595
844	1.917725394
845	1.898386314
846	1.874478268
847	1.86086117
848	1.840489403
849	1.82555765
850	1.810387032
851	1.798014546
852	1.795334949
853	1.786092851
854	1.779386673
855	1.772867276
856	1.75800377
857	1.734275322
858	1.728249819
859	1.726159302
860	1.722705638
861	1.714779992
862	1.701549029
863	1.701457434
864	1.696364044
865	1.691805854
866	1.685295438
867	1.676180854
868	1.671935165
869	1.669296875
870	1.668853268
871	1.666272449
872	1.665399605
873	1.66279903
874	1.662184806
875	1.661962105
876	1.662105783
877	1.661868714
878	1.661148527
879	1.659248383
880	1.658569504
881	1.658452766
882	1.65824084
883	1.657867277
884	1.657511674
885	1.657556573
886	1.655334949
887	1.655550467
888	1.654876975
889	1.65387482
890	1.653826329
891	1.65370959
892	1.653420438
893	1.653675467
894	1.653558728
895	1.65344199
896	1.653425826
897	1.653425826
898	1.653425826
899	1.653425826
900	1.65295528
901	1.653095366
902	1.653095366
903	1.652770294
904	1.652775682
905	1.652775682
906	1.652614044
907	1.652579921
908	1.652579921
909	1.652579921
910	1.652402119
911	1.652224317
912	1.652046516
913	1.652046516
914	1.652046516
915	1.652046516
916	1.651850754
917	1.650773168
918	1.650773168
919	1.65059357
920	1.649912895
921	1.648716774
922	1.648485093
923	1.648485093
924	1.648118714
925	1.648115122
926	1.64793732
927	1.646681932
928	1.646166487
929	1.645710309
930	1.645710309
931	1.645530711
932	1.645530711
933	1.645530711
934	1.645530711
935	1.645530711
936	1.645530711
937	1.645530711
938	1.645530711
939	1.645333154
940	1.645333154
941	1.64529903
942	1.64529903
943	1.64529903
944	1.64529903
945	1.64529903
946	1.64529903
947	1.644553699
948	1.644553699
949	1.644553699
950	1.643605424
951	1.643391702
952	1.642127335
953	1.641965697
954	1.641965697
955	1.641699892
956	1.640439116
957	1.641207794
958	1.641207794
959	1.641207794
960	1.641207794
961	1.641207794
962	1.641207794
963	1.641207794
964	1.64108028
965	1.64108028
966	1.640631286
967	1.64011584
968	1.64011584
969	1.64011584
970	1.64011584
971	1.64011584
972	1.639884159
973	1.639884159
974	1.639884159
975	1.639817708
976	1.639586027
977	1.639230424
978	1.639212464
979	1.639212464
980	1.639167564
981	1.638840697
982	1.638840697
983	1.638840697
984	1.638840697
985	1.638837105
986	1.638528197
987	1.638508441
988	1.638156429
989	1.63812949
990	1.63812949
991	1.63812949
992	1.638125898
993	1.638125898
994	1.63812051
995	1.637752335
996	1.637120151
997	1.637120151
998	1.637120151
999	1.637116559
